,Tweet Created At,Tweet Text,Tweet Link,code_clasif,class,lecture_name,date,hour,classroom
1327,2019-03-12 03:06:44,ECMU Manajemen Persediaan dosen Eri Susanto kuliah PENGGANTI akan diberikan hari Jumat 15/3 jam 08.00 R. B.104,twitter.com/i/web/status/1105304087006916609,ECMU,Manajemen Persediaan,Eri Susanto,Jumat 15/3,08.00,B.104
1328,2019-03-12 03:05:40,ECIE Mikroekonomi Islam dosen M. Soleh Nurzaman kuliah TAMBAHAN akan diberikan hari Selasa 12/3 jam 16.30 R. B.107,twitter.com/i/web/status/1105303820035272705,ECIE,Mikroekonomi Islam,M. Soleh Nurzaman,Selasa 12/3,16.30,B.107
1329,2019-03-12 02:54:39,ECIE Manajemen Keuangan Islam dosen Permata Wulandari jkuliah pengganti akan diberikan hari Sabtu 16/3 jam 08.00 R. A.112,twitter.com/i/web/status/1105301044660072448,ECIE,Manajemen Keuangan Islam,Permata Wulandari j,Sabtu 16/3,08.00,A.112
1330,2019-03-12 02:49:34,Ralaat ECIE Sistem Ekonomi Islam dosen Berly Martawardaya kuliah PENGGANTI akan diberikan hari Kamis 14/3 jam 16.45 R. A.113,twitter.com/i/web/status/1105299765728690176,AAT,ECIE Sistem Ekonomi Islam,Berly Martawardaya,Kamis 14/3,16.45,A.113
1331,2019-03-12 02:46:15,ECEU Ekonomi Perdagangan Internasional dosen Jose Rizal kuliah PENGGANTI akan diberikan hari Sabtu 16/3 jam 09.00 R. A.113,twitter.com/i/web/status/1105298931779481601,ECEU,Ekonomi Perdagangan Internasional,Jose Rizal,Sabtu 16/3,09.00,A.113
1332,2019-03-12 02:45:04,ECMU Dinamika Kelompok dosen Budi Widjaja S / Riani Rachmawati kuliah PENGGANTI akan diberikan hari JUmat 15/3 jam 16.00 R. A.102,twitter.com/i/web/status/1105298632721424385,ECMU,Dinamika Kelompok,Budi Widjaja S / Riani Rachmawati,JUmat 15/3,16.00,A.102
1333,2019-03-12 02:39:54,ECIE Sistem Ekonomi Islam dosen Berly Martawardaya kuliah pengganti akan diberikan hari Kamis 14/3 jam 16.45 R. A.111,twitter.com/i/web/status/1105297332025712640,ECIE,Sistem Ekonomi Islam,Berly Martawardaya,Kamis 14/3,16.45,A.111
1334,2019-03-12 02:37:33,ECEU Analisis Kebijakan Publik dosen Fauziah kuliah PENGGANTI akan diberikan hari Kamis 14/3 jam 16.30 R. A.102,twitter.com/i/web/status/1105296744571494400,ECEU,Analisis Kebijakan Publik,Fauziah,Kamis 14/3,16.30,A.102
1337,2019-03-12 02:26:58,ECMU SPPO dosen Basuki M. Mukhlis kuliah PENGGANTI akan diberikan hari Rabu 13/3 jam 16.00 R. A.113,twitter.com/i/web/status/1105294077593968640,ECMU,SPPO,Basuki M. Mukhlis,Rabu 13/3,16.00,A.113
1339,2019-03-12 02:07:06,UIFE APEB dosen Emy Nurmayanti Kuliah Hari Selasa12/3 DITIADAKAN,twitter.com/i/web/status/1105289080902807552,,APEB,Emy Nurmayanti,Selasa12/3 DITIADAKAN,,
1340,2019-03-11 08:58:49,ECIE Ekonomi Regional dosen Nurkholis Kuliah Pengganti akan diberikan Hari Selasa12/3 Jam 08.00 Ruang A.315,twitter.com/i/web/status/1105030303528054785,ECIE,Ekonomi Regional,Nurkholis,Selasa12/3,08.00,A.315
1341,2019-03-11 07:52:18,ECMU Bisnis Ekonomi Indonesia B dosen Fajar Trijatmiko kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 16.30 R. A.104,twitter.com/i/web/status/1105013566023692290,ECMU,Bisnis Ekonomi Indonesia B,Fajar Trijatmiko,Selasa 12/3,16.30,A.104
1342,2019-03-11 07:07:24,ECMU Manajemen Keuangan dosen Eko Rizkianto kuliah akan diberikan hari Kamis 14/3 jam 07.00 - 10.30 R. A.101,twitter.com/i/web/status/1105002263859232768,ECMU,Manajemen Keuangan,Eko Rizkianto,Kamis 14/3,07.00 - 10.30,A.101
1343,2019-03-11 07:05:56,ECEU Metode Penelitian dosen Chotib / Riyanto kuliah PENGGANTI akan diberikan hari Rabu 13/3 jam 16.00 R. A.104,twitter.com/i/web/status/1105001894622093312,ECEU,Metode Penelitian,Chotib / Riyanto,Rabu 13/3,16.00,A.104
1344,2019-03-11 07:04:35,ECMU Penelolaan Risiko Usaha dosen Ulian T. Malik kuliah hari Selasa 12/3 DITIADAKAN diganti Selasa 19/3 jam 11.00 R. A.109,twitter.com/i/web/status/1105001554933833729,ECMU,Penelolaan Risiko Usaha,Ulian T. Malik,Selasa 12/3 DITIADAKAN diganti Selasa 19/3,11.00,A.109
1345,2019-03-11 07:03:10,ECMU Analisis Sekuritas dosen Zaafri A. Hananto kuliah hari Selasa 12/3 DITIADAKAN diganti hari Rabu 13/3 jam 16.30 R. A.101,twitter.com/i/web/status/1105001200464715777,ECMU,Analisis Sekuritas,Zaafri A. Hananto,Selasa 12/3 DITIADAKAN diganti,,
1346,2019-03-11 06:54:45,ECAU Pengantar Akuntansi dosen Sri Nurhayati kuliah PENGGANTI akan diberikan hari Rabu 13/3 jam 08.00 R. A.108,twitter.com/i/web/status/1104999080986533888,ECAU,Pengantar Akuntansi,Sri Nurhayati,Rabu 13/3,08.00,A.108
1347,2019-03-11 06:53:59,ECMU Pelatihan dan Pengaembangan SDM dosen M. Irfan Syaebani / Niken A. kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 14.00 R. A.104,twitter.com/i/web/status/1104998890242105344,ECMU,Pelatihan dan Pengaembangan SDM,M. Irfan Syaebani / Niken A.,Selasa 12/3,14.00,A.104
1348,2019-03-11 06:52:53,ECIE Mikroekonomi Islam dosen M. Soleh Nurzaman kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 11.00 R. A.208,twitter.com/i/web/status/1104998610653990912,ECIE,Mikroekonomi Islam,M. Soleh Nurzaman,Selasa 12/3,11.00,A.208
1349,2019-03-11 06:51:56,ECIE PKPI B dosen Tika Arundina / Asiah Muchtar kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 08.00 R. A.203,twitter.com/i/web/status/1104998371092180993,ECIE,PKPI B,Tika Arundina / Asiah Muchtar,Selasa 12/3,08.00,A.203
1350,2019-03-11 04:18:25,ECEA Akuntansi Keuangan 1 dosen Rallyati Kuliah Pengganti akan diberikan Hari Senin11/3 Jam 14.00 Ruang A.211,twitter.com/i/web/status/1104959740415639552,ECEA,Akuntansi Keuangan 1,Rallyati,Senin11/3,14.00,A.211
1351,2019-03-11 03:21:39,ECIE Akuntansi ISlam dosen Sri Nurhayati kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. B.101,twitter.com/i/web/status/1104945453173374976,ECIE,Akuntansi ISlam,Sri Nurhayati,Senin 11/3,14.00,B.101
1352,2019-03-11 02:53:46,ECMU MSDM dosen Siti Basrochah kuliah Pengganti akan diberikan Hari Selasa 12/3 Jam 16.30 Ruang A.113,twitter.com/i/web/status/1104938437201674241,ECMU,MSDM,Siti Basrochah,Selasa 12/3,16.30,A.113
1354,2019-03-08 09:14:09,ECIE Metode Penelitian dosen Mayling Oey G. Kuliah Pengganti akan dibserikan Hari Sabtu9/3 Jam 09.00 Ruang A.103,twitter.com/i/web/status/1103946998628020224,ECIE,Metode Penelitian,Mayling Oey G.,Sabtu9/3,09.00,A.103
1356,2019-03-08 08:05:09,ECEU Ekonomi Moneter dosen Eugenia Mardanugraha kuliah pengganti akan diberikan hari Senin 11/3 jam 11.00 R. A.205,twitter.com/i/web/status/1103929632292651009,ECEU,Ekonomi Moneter,Eugenia Mardanugraha,Senin 11/3,11.00,A.205
1357,2019-03-08 08:02:42,ECEU Ekonomi Pertanian dosen Widyono S. kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.113,twitter.com/i/web/status/1103929017965539336,ECEU,Ekonomi Pertanian,Widyono S.,Senin 11/3,14.00,A.113
1358,2019-03-08 08:01:47,ECFE PKBTPA dosen MIranti Kartika Dewikuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.111,twitter.com/i/web/status/1103928785236180993,ECFE,PKBTPA,MIranti Kartika Dewi,Senin 11/3,14.00,A.111
1359,2019-03-08 07:58:45,ECAU StatistikaLanjutan dosen Aiunul Huda kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.204,twitter.com/i/web/status/1103928023756111874,ECAU,StatistikaLanjutan,Aiunul Huda,Senin 11/3,14.00,A.204
1360,2019-03-08 07:24:35,UUI MPK Bahasa Inggris  Kls H  dosen Amelia Siregar Kuliah Pengganti akan diberikan Hari Senin11/3 jam 08.00 B.111,twitter.com/i/web/status/1103919424191442944,UUI,MPK Bahasa Inggris  H,Amelia Siregar,Senin11/3,08.00 B.111,
1361,2019-03-08 06:37:27,ECAU Akuntansi Keuangan Lanjutan 2 dosen Viska A. kuliah PENGGANTI akan diberikan hari Rabu 13/3 jam 11.00 R. A.203,twitter.com/i/web/status/1103907562779422720,ECAU,Akuntansi Keuangan Lanjutan 2,Viska A.,Rabu 13/3,11.00,A.203
1362,2019-03-08 06:31:37,ECMU Studi Kelayakan Bis dosen Kresnohadi A. kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 09.00 R. A.209,twitter.com/i/web/status/1103906096849145859,ECMU,Studi Kelayakan Bis,Kresnohadi A.,Selasa 12/3,09.00,A.209
1364,2019-03-08 06:28:01,ECFE PKBTPA dosen Agung Nugroho kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 13.30 R. A.102,twitter.com/i/web/status/1103905190069993478,ECFE,PKBTPA,Agung Nugroho,Senin 11/3,13.30,A.102
1366,2019-03-08 06:23:32,ECEU Ekonomi Syariah dosen Banu MUhammad kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.102,twitter.com/i/web/status/1103904061747650560,ECEU,Ekonomi Syariah,Banu MUhammad,Senin 11/3,14.00,A.102
1367,2019-03-08 06:22:39,ECEU Ekonomi Moneter dosen Febrio Kacaribu kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.108,twitter.com/i/web/status/1103903839453765632,ECEU,Ekonomi Moneter,Febrio Kacaribu,Senin 11/3,14.00,A.108
1368,2019-03-08 06:18:26,ECEU Ekonomi Industri dosen Dhaniel Ilyas kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 11.00 A.107,twitter.com/i/web/status/1103902777535680515,ECEU,Ekonomi Industri,Dhaniel Ilyas,Senin 11/3,11.00 A.107,
1369,2019-03-08 01:28:52,ECEU Statistika Lanjutan dosen Tika Arundina Aswin kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 11.00 R. A.111,twitter.com/i/web/status/1103829905244971011,ECEU,Statistika Lanjutan,Tika Arundina Aswin,Senin 11/3,11.00,A.111
1371,2019-03-06 07:28:26,ECAU Pengantar Akuntansi  dosen Wasilah kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 16.30 R. A.103,twitter.com/i/web/status/1103195617164029952,ECAU,Pengantar Akuntansi,Wasilah,Selasa 12/3,16.30,A.103
1372,2019-03-06 07:14:11,ECEU Statistika Lanjutan dosen Uswatun Hasanah kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 16.30 R. A.102,twitter.com/i/web/status/1103192033001275393,ECEU,Statistika Lanjutan,Uswatun Hasanah,Selasa 12/3,16.30,A.102
1373,2019-03-06 07:12:43,ECAU Pengantar Akuntansi dosen Elok Tresnaningsih kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 16.30 R. A.112,twitter.com/i/web/status/1103191662522556416,ECAU,Pengantar Akuntansi,Elok Tresnaningsih,Selasa 12/3,16.30,A.112
1376,2019-03-06 03:53:58,ECAU Pengantar Akuntansi dosen Rallyati kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 16.30 R. A.103,twitter.com/i/web/status/1103141645053157376,ECAU,Pengantar Akuntansi,Rallyati,Jumat 8/3,16.30,A.103
1377,2019-03-06 03:50:04,ECAU Analisis Perancangan Sistem Informasi dosen M. Malik kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 2 sesi R. A.209,twitter.com/i/web/status/1103140663493767169,ECAU,Analisis Perancangan Sistem Informasi,M. Malik,Senin 11/3,14.00 2 sesi,A.209
1379,2019-03-06 03:27:22,ECMU Simulasi Bisnis B dosen M. Budi Prasetyo kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 16.30 R. Lab Ema,twitter.com/i/web/status/1103134951468224512,ECMU,Simulasi Bisnis B,M. Budi Prasetyo,Rabu 6/3,16.30,Lab Ema
1380,2019-03-06 03:23:46,ECEU Mikroekonomi 1 dosen Rima Prima Artha kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 16.30 R. A.111,twitter.com/i/web/status/1103134046194827264,ECEU,Mikroekonomi 1,Rima Prima Artha,Rabu 6/3,16.30,A.111
1382,2019-03-05 07:25:40,ECEU Statistika Ekonomi amp Bisnis dosen Ashintya Damayanti kuliah PENGGANTI akan diberikan hari Jumat 15/3 jam 16.30 R. A.101,twitter.com/i/web/status/1102832535405387776,ECEU,Statistika Ekonomi  Bisnis,Ashintya Damayanti,Jumat 15/3,16.30,A.101
1383,2019-03-05 07:23:37,ECMU Manajemen Kinerja amp Bls Jasa SDM dosen Nayunda A.S / Fanny M. kuliah PENGGANTI akan diberikan hari Kamis 14/3 jam 16.30 R. A.111,twitter.com/i/web/status/1102832018792964097,ECMU,Manajemen Kinerja  Bls Jasa SDM,Nayunda A.S / Fanny M.,Kamis 14/3,16.30,A.111
1384,2019-03-05 07:22:00,ECAU Akuntansi Keuangan Lanjutan 2 dosen Taufik Hidayat kuliah hari Kamis 14/3 DITIADAKAN diganti hari Selasa 12/3 jam 16.30 R. A.101,twitter.com/i/web/status/1102831610666246144,ECAU,Akuntansi Keuangan Lanjutan 2,Taufik Hidayat,Kamis 14/3 DITIADAKAN diganti,,
1385,2019-03-05 07:18:00,ECAU Pengantar akuntansi dosen Ruddy Koesnadi kuliah PENGGANTI  akan diberikan hari Rabu 13/3 jam 16.00 R. A.103,twitter.com/i/web/status/1102830606675632129,ECAU,Pengantar akuntansi,Ruddy Koesnadi,Rabu 13/3,16.00,A.103
1386,2019-03-05 07:16:53,ECEU Analisis Tehnik Demografi dosen Omas Bulan S. kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 08.00 R. A.109,twitter.com/i/web/status/1102830324810055680,ECEU,Analisis Tehnik Demografi,Omas Bulan S.,Selasa 12/3,08.00,A.109
1387,2019-03-05 07:15:57,ECMU Analisis Sekuritas dosen Zaafri A. Husodo kuliah PENGGANTI akan diberikan hari Selasa 12/3 jam 14.00 R. A.104,twitter.com/i/web/status/1102830087177613312,ECMU,Analisis Sekuritas,Zaafri A. Husodo,Selasa 12/3,14.00,A.104
1388,2019-03-05 07:09:30,ECEU Statistika Lanjutan dosen Dewi Ratna Sjari kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 14.00 R. A.203,twitter.com/i/web/status/1102828466351697923,ECEU,Statistika Lanjutan,Dewi Ratna Sjari,Senin 11/3,14.00,A.203
1389,2019-03-05 07:05:49,ECIE Ekonomi Keuangan Islam Lanjutan dosen Risna T / Fenny R. kuliah PENGGANTI akan diberikan hari Senin 11/3 jam 11.00 R. B.107,twitter.com/i/web/status/1102827541071462400,ECIE,Ekonomi Keuangan Islam Lanjutan,Risna T / Fenny R.,Senin 11/3,11.00,B.107
1390,2019-03-05 07:03:25,ECEU Ekonomi Industri dosen T.M. Zakir Machmud kuliah PENGGANTI akan diberikan hari Senin 11/3 jam R. A.105,twitter.com/i/web/status/1102826936546484224,ECEU,Ekonomi Industri,T.M. Zakir Machmud,Senin 11/3,,A.105
1391,2019-03-05 07:01:49,ECMU Manajemen Distribusi dosen Anna Amaliyah kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 10.00 R. A.111,twitter.com/i/web/status/1102826533792624640,ECMU,Manajemen Distribusi,Anna Amaliyah,Jumat 8/3,10.00,A.111
1392,2019-03-05 06:58:10,ECMU Kewirausahaan dosen Dewi Meisari / Nining I. susilo kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 17.00 R. A.112,twitter.com/i/web/status/1102825612660563969,ECMU,Kewirausahaan,Dewi Meisari / Nining I. susilo,Rabu 6/3,17.00,A.112
1393,2019-03-05 06:53:11,ECEU Pengantar Ekonometrika A dosen Nachrowi kuliah hari /selasa 5/3 DITIADAKAN diganti Senin 11/3 jam 11.00 R. A.105,twitter.com/i/web/status/1102824358819520512,ECEU,Pengantar Ekonometrika A,Nachrowi,/selasa 5/3 DITIADAKAN diganti Senin 11/3,11.00,A.105
1394,2019-03-05 06:43:17,ECIE Takaful Re Takaful dosen Ruri Eka Fauzia N. kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 17.00 R. A.104,twitter.com/i/web/status/1102821868988317696,ECIE,Takaful Re Takaful,Ruri Eka Fauzia N.,Selasa 5/3,17.00,A.104
1395,2019-03-05 06:41:29,ECMU MSDM dosen Lisa F. Akbar kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 17.00 R. A.103,twitter.com/i/web/status/1102821415806427136,ECMU,MSDM,Lisa F. Akbar,Selasa 5/3,17.00,A.103
1396,2019-03-05 06:39:33,ECEU Pengantar Ekonomi 2 dosen Lana S. kuliah hari Selasa 5/3 DITIADAKAN,twitter.com/i/web/status/1102820927362916352,ECEU,Pengantar Ekonomi 2,Lana S.,Selasa 5/3 DITIADAKAN,,
1397,2019-03-05 04:17:27,ECAU APEB B dosen Witri Indriyani kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 17.00 R. A.102,twitter.com/i/web/status/1102785168606081025,ECAU,APEB B,Witri Indriyani,Jumat 8/3,17.00,A.102
1398,2019-03-05 04:16:37,ECAU Akuntansi Keuangan Lanjutan 2 dosen Taufik Hidayat kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 16.30 R. A.101,twitter.com/i/web/status/1102784959494860800,ECAU,Akuntansi Keuangan Lanjutan 2,Taufik Hidayat,Jumat 8/3,16.30,A.101
1399,2019-03-05 04:15:02,ECMU Manajemen Keuangan E dosen Liyu Adi Kasari S. kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 11.00 R. A.101,twitter.com/i/web/status/1102784558418653184,ECMU,Manajemen Keuangan E,Liyu Adi Kasari S.,Jumat 8/3,11.00,A.101
1400,2019-03-05 04:11:12,ECAU Sistem Informasi Akuntansi D dosen Hidayanti kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 14.00 R. A.104,twitter.com/i/web/status/1102783596157255680,ECAU,Sistem Informasi Akuntansi D,Hidayanti,Selasa 5/3,14.00,A.104
1401,2019-03-05 03:07:00,ECMU Manajemen Keuangan H dosen Arief Wibisono kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 14.00 R. A.209,twitter.com/i/web/status/1102767439916412928,ECMU,Manajemen Keuangan H,Arief Wibisono,Jumat 8/3,14.00,A.209
1402,2019-03-05 03:05:39,ECEU Mikroekonomi Islam dosen Kenny Devita kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 11.00 R. B.110,twitter.com/i/web/status/1102767099074686976,ECEU,Mikroekonomi Islam,Kenny Devita,Selasa 5/3,11.00,B.110
1405,2019-03-05 02:24:40,ECFE PKBTPA dosen Wardatul Adawiyah kuliah PENGGANTI akan diberikan hari 6/3 jam 16.30 R. A.102,twitter.com/i/web/status/1102756786321317888,ECFE,PKBTPA,Wardatul Adawiyah,6/3,16.30,A.102
1406,2019-03-05 02:21:49,ECMU Manajemen Sumber Daya Manusia dosen Nayunda A.S kuliah hari Selasa 5/3 DITIADAKAN diganti hari Selasa 12/3 jam 14.00 2 sesi R. B.103,twitter.com/i/web/status/1102756067501457408,ECMU,Manajemen Sumber Daya Manusia,Nayunda A.S,Selasa 5/3 DITIADAKAN diganti,,
1407,2019-03-04 08:45:23,ECMU Bisnis Global dosen Miranti Kartika Dewi kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 14.00 R. A.203,twitter.com/i/web/status/1102490209646600192,ECMU,Bisnis Global,Miranti Kartika Dewi,Jumat 8/3,14.00,A.203
1408,2019-03-04 08:41:21,ECFE MPKT B dosen Agung Nugroho kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 16.00 R. A.113,twitter.com/i/web/status/1102489191131185152,ECFE,MPKT B,Agung Nugroho,Rabu 6/3,16.00,A.113
1409,2019-03-04 08:39:56,ECFE PKBTPA dosen Agung Nugroho kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 15.00 R. B.101,twitter.com/i/web/status/1102488837668782081,ECFE,PKBTPA,Agung Nugroho,Selasa 5/3,15.00,B.101
1410,2019-03-04 07:08:14,ECFE Bhs Inggris J dosen Reni kuliah PENGGANTI akan diberikan hari Rabu6/3 jam 08.00 R. B.109,twitter.com/i/web/status/1102465759769325568,ECFE,Bhs Inggris J,Reni,Rabu6/3,08.00,B.109
1411,2019-03-04 06:30:08,ECEU Makroekonomi 1 dosen M. Shauqi Azar kuliah PENGGANTI akan diberikan hari Senin 4/3 jam 16.30 R. A.102,twitter.com/i/web/status/1102456170483089408,ECEU,Makroekonomi 1,M. Shauqi Azar,Senin 4/3,16.30,A.102
1413,2019-03-04 04:12:24,ECMU Pemasaran Internasional dosen Rhenal Kasali kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 11.00 R. Ema 2,twitter.com/i/web/status/1102421510549987328,ECMU,Pemasaran Internasional,Rhenal Kasali,Selasa 5/3,11.00,Ema 2
1414,2019-03-04 04:11:23,ECMU Manajemen Perrsediaan dosen Eri Susanto kuliah PENGGANTI akan diberikan hari Jumat 8/3 jam 08.00 R. B.110,twitter.com/i/web/status/1102421253212667907,ECMU,Manajemen Perrsediaan,Eri Susanto,Jumat 8/3,08.00,B.110
1415,2019-03-04 04:08:32,ECAU Akuntansi Keuangan Lanjutan 2 dosen Viska Anggraita kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 11.00 R. A.208,twitter.com/i/web/status/1102420536162902017,ECAU,Akuntansi Keuangan Lanjutan 2,Viska Anggraita,Rabu 6/3,11.00,A.208
1416,2019-03-04 04:05:17,ECIE Ekonomi Keuangan Islam Lanjutan dosen Fenny R / Yusuf Wibisono kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 08.00 R. B.106,twitter.com/i/web/status/1102419716683882496,ECIE,Ekonomi Keuangan Islam Lanjutan,Fenny R / Yusuf Wibisono,Rabu 6/3,08.00,B.106
1417,2019-03-04 04:01:35,ECIE Ekonomi Moneter Islam dosen Yusuf Wibisono kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 16.00 R. B.102,twitter.com/i/web/status/1102418788190810112,ECIE,Ekonomi Moneter Islam,Yusuf Wibisono,Selasa 5/3,16.00,B.102
1418,2019-03-04 03:55:32,ECEU Statistika Lanjutan dosen Dewi Ratna Sjari kuliah pengganti akan diberikan hari Senin 4/3 JAM 14.00 R. A.211,twitter.com/i/web/status/1102417264534413313,ECEU,Statistika Lanjutan,Dewi Ratna Sjari,Senin 4/3 JAM 14.00,,A.211
1419,2019-03-04 03:35:22,ECAU Pengantar Akuntansi dosen Kurnia Irwansyah kuliah PENGGANTI akan diberikan hari Sabtu 9/3 jam 08.00 R. A.105,twitter.com/i/web/status/1102412188545736705,ECAU,Pengantar Akuntansi,Kurnia Irwansyah,Sabtu 9/3,08.00,A.105
1420,2019-03-04 03:29:48,ECAU Tatakelola Perusahaan amp Manj. Risiko dosen Akhmad Syakhroza / Vera Diyanti kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 16.30 R. Istama,twitter.com/i/web/status/1102410787438485504,ECAU,Tatakelola Perusahaan  Manj. Risiko,Akhmad Syakhroza / Vera Diyanti,Selasa 5/3,16.30,Istama
1421,2019-03-04 03:27:27,ECAU Pengantar Akuntansi dosen Sri Nurhayati kuliah PENGGANTI akan diberikan hari Rabu 6/3 jam 08.00 R. A.113,twitter.com/i/web/status/1102410198948372481,ECAU,Pengantar Akuntansi,Sri Nurhayati,Rabu 6/3,08.00,A.113
1422,2019-03-04 03:18:36,ECIE Manajemen Keuangan Islam A dosen Karina Wulandari kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 17.00 R. A.101,twitter.com/i/web/status/1102407968392306688,ECIE,Manajemen Keuangan Islam A,Karina Wulandari,Selasa 5/3,17.00,A.101
1423,2019-03-04 03:16:23,ECEU Makroekonomi 1 dosen Qisha Quarina kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 16.30 R. A.108,twitter.com/i/web/status/1102407413221679104,ECEU,Makroekonomi 1,Qisha Quarina,Selasa 5/3,16.30,A.108
1425,2019-03-04 03:04:45,ECAU Akuntansi Organisasi Nirlaba dosen Sonya Octaviana kuliah PENGGANTI akan diberikan hari Sabtu 9/3 jam 8.30 R. A.113,twitter.com/i/web/status/1102404484314017793,ECAU,Akuntansi Organisasi Nirlaba,Sonya Octaviana,Sabtu 9/3,8.30,A.113
1426,2019-03-04 03:03:45,ECEU Statistika Ekonomi dan Bisnis dosen Sri Mulyono / Agus Salim kuliah PENGGANTI akan diberikan hari Sabtu 9/3 jam 08.00 R. A.102,twitter.com/i/web/status/1102404232672555009,ECEU,Statistika Ekonomi dan Bisnis,Sri Mulyono / Agus Salim,Sabtu 9/3,08.00,A.102
1427,2019-03-04 03:01:00,ECEU Ekonomi Pertanian Widyono Soetjipto kuliah hari Senin 4/3 DITIADAKAN,twitter.com/i/web/status/1102403540692041733,ECEU,Ekonomi Pertanian Widyono Soetjipto,,Senin 4/3 DITIADAKA,,
1428,2019-03-04 03:00:06,ECMU Bisnis Ekonomi Indonesia C dosen Susijati B. Hirawan kuliah PENGGANTI akan diberikan hari Sabtu 9/3 jam 09.00 R. A.112,twitter.com/i/web/status/1102403312467423233,ECMU,Bisnis Ekonomi Indonesia C,Susijati B. Hirawan,Sabtu 9/3,09.00,A.112
1429,2019-03-04 02:58:12,ECIE Takaful Re Takaful dosen Ruri Eka Fauziah N. kuliah PENGGANTI akan diberikan hari Senin 4/3 jam 14.00 R. B.104,twitter.com/i/web/status/1102402835352772608,ECIE,Takaful Re Takaful,Ruri Eka Fauziah N.,Senin 4/3,14.00,B.104
1430,2019-03-04 02:33:51,ECEU Makroekonomi dosen Widyanti kuliah PENGGANTI akan diberikan hari Senin 4/3 jam 10.30 R. A.110,twitter.com/i/web/status/1102396708648976385,ECEU,Makroekonomi,Widyanti,Senin 4/3,10.30,A.110
1431,2019-03-04 02:27:56,ECMU Bisnis Ekonomi Indonesia D dosen Fajar Trijatmiko kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 14.00 R. A.209,twitter.com/i/web/status/1102395219687817216,ECMU,Bisnis Ekonomi Indonesia D,Fajar Trijatmiko,Selasa 5/3,14.00,A.209
1432,2019-03-04 02:26:59,ECMU Disain Organisasi dosen M. Irfan Syaebani/ Elok Savitri P. kuliah PENGGANTI akan diberikan hari Selasa 5/3 jam 08.00 R. A.203,twitter.com/i/web/status/1102394981606543360,ECMU,Disain Organisasi,M. Irfan Syaebani/ Elok Savitri P.,Selasa 5/3,08.00,A.203
1433,2019-03-04 02:25:01,ECIE Keuangan Islam Lanjutan dosen Rahmatina Awaliyah K. kuliah PENGGANTI akan diberikan hari Senin 4/3 jam 11.00 R. A.110,twitter.com/i/web/status/1102394484933816321,ECIE,Keuangan Islam Lanjutan,Rahmatina Awaliyah K.,Senin 4/3,11.00,A.110
1434,2019-03-04 02:13:44,ECAU Metode Penelitian Akuntansi dosen Ratna Wardhani kuliah PENGGANTI akan diberikan hari Senin 4/3 jam 14.00 R. A.209,twitter.com/i/web/status/1102391644488228864,ECAU,Metode Penelitian Akuntansi,Ratna Wardhani,Senin 4/3,14.00,A.209
