,Tweet Created At,Tweet Text,Tweet Link,code_clasif,class,lecture_name,date,hour,classroom
2407,2018-10-02 07:14:13,ECFE Koperasi dosen Zuliani Dalimunthe kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 14.00 R. A.110,twitter.com/i/web/status/1047021921525800960,ECFE,Koperasi,Zuliani Dalimunthe,Jumat 5/10,14.00,A.110
2408,2018-10-02 07:12:45,ECAU Akuntansi Biaya F dosen Thomas Secokusumo kuliah PENGGANTI akan diberikan hari Sabtu 6/10 jam 8.30 2 sesi R. A.109,twitter.com/i/web/status/1047021553278509056,ECAU,Akuntansi Biaya F,Thomas Secokusumo,Sabtu 6/10,8.30 2 sesi,A.109
2411,2018-10-02 03:10:06,ECEU Mikroekonomi 2 dosen Ari KUncoro kuliah PENGGANTI akan diberikan hari Jumat 5/10 jam 16.30 R. A.101,twitter.com/i/web/status/1046960485898342400,ECEU,Mikroekonomi 2,Ari KUncoro,Jumat 5/10,16.30,A.101
2412,2018-10-02 03:09:09,ECEU Pengantar Ekonomi1 dosen Maddaremmeng kuliah PENGGANTI akan diberikan hari Sabtu6/10 jam 10.00 R. A.104,twitter.com/i/web/status/1046960247565365249,ECEU,Pengantar Ekonomi1,Maddaremmeng,Sabtu6/10,10.00,A.104
2413,2018-10-02 03:03:30,ECMU Manajemen Keuangan I dosen Zuliani Dalimunthe kuliah PENGGANTI akan diberikan hari Sabtu 6/10 jam 09.00 2 sesi R. A.102,twitter.com/i/web/status/1046958825717293056,ECMU,Manajemen Keuangan I,Zuliani Dalimunthe,Sabtu 6/10,09.00 2 sesi,A.102
2414,2018-10-02 03:01:02,ECEU Pengantar Ekonomi 1 dosen Moh. Ikhsan / Sri Mulyadi Indrawati kuliahPENGGANTI akan diberikan hari Sabtu 6/10 jam 09.00 R. A.101,twitter.com/i/web/status/1046958206432333824,ECEU,Pengantar Ekonomi 1,Moh. Ikhsan / Sri Mulyadi Indrawati,Sabtu 6/10,09.00,A.101
2415,2018-10-02 02:58:08,ECEU Pengantar Ekonomi 1 dosen B. Raksaka Mahi kuliah PENGGANTI akan diberikan hari Sabtu 6/10 jam 7.30 R. A.112,twitter.com/i/web/status/1046957476288114688,ECEU,Pengantar Ekonomi 1,B. Raksaka Mahi,Sabtu 6/10,7.30,A.112
2416,2018-10-02 02:56:03,ECAU Pengantar akuntansi D dosen Prodjo Sunarjanto kuliah hari Kamis 4/10 DITIADAKAN diganti hari Rabu 3/10 jam 16.30 R. A.102,twitter.com/i/web/status/1046956950137835526,ECAU,Pengantar akuntansi D,Prodjo Sunarjanto,Kamis 4/10 DITIADAKAN diganti,,
2419,2018-10-02 02:39:45,ECAU Metode Penelitian Akuntansi E dosen Viska Anggraita kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 11.00 R. A.102,twitter.com/i/web/status/1046952851262435328,ECAU,Metode Penelitian Akuntansi E,Viska Anggraita,Kamis 4/10,11.00,A.102
2420,2018-10-02 02:38:43,ECEU Mikroekonomi dosen Teza Napitupulu kuliah hari Kamis 4/10 akan diberikan jam 17.00 R. A.303 jam 14.00 batal,twitter.com/i/web/status/1046952588279570432,ECEU,Mikroekonomi,Teza Napitupulu,Kamis 4/10 akan diberikan,17.00,A.303 jam 14.00 batal
2421,2018-10-02 02:36:52,ECAU Akuntansi Biaya dosen Mafrizal Heppy kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 16.30 R. A.110,twitter.com/i/web/status/1046952123529814016,ECAU,Akuntansi Biaya,Mafrizal Heppy,Kamis 4/10,16.30,A.110
2422,2018-10-02 02:35:30,ECAU Perpajakan Internasional dosen Christine / Muslimin kuliah PENGGANTI akan diberikan hari Kamis 4/10 jam 08.00 R. A.112,twitter.com/i/web/status/1046951781572300802,ECAU,Perpajakan Internasional,Christine / Muslimin,Kamis 4/10,08.00,A.112
2423,2018-10-02 02:33:49,ECEU Matematika Ekonomi dan Bisnis dosen Ledi Trialdi kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 16.00 R. A.112,twitter.com/i/web/status/1046951354671874048,ECEU,Matematika Ekonomi dan Bisnis,Ledi Trialdi,Rabu 3/10,16.00,A.112
2424,2018-10-02 02:32:05,ECEU Ekonomi Lingkungan dosen Alin Halimatussah kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 11.00 R. A.318,twitter.com/i/web/status/1046950921211543554,ECEU,Ekonomi Lingkungan,Alin Halimatussah,Rabu 3/10,11.00,A.318
2425,2018-10-01 01:52:58,ECEI Matematika Ekonomi 1 Dosen Prani S. kuliah akan diberikan Hari  Senin  1/10 Jam. 15.00 Ruang B.108,twitter.com/i/web/status/1046578687255052288,ECEI,Matematika Ekonomi 1,Prani S.,Senin  1/10,. 15.00,B.108
2426,2018-10-01 01:29:14,ECIE Makroekonomi Islam dosen Soegiharso S / M.Soleh Kuliah Akan diberikan Hari Senin 1/10 Jam 14.00 Ruang B.111,twitter.com/i/web/status/1046572716352921600,ECIE,Makroekonomi Islam,Soegiharso S / M.Soleh,Senin 1/10,14.00,B.111
2427,2018-10-01 00:56:30,ECEA Pajak 2 dosen Dian Nastiti Kuliah Hari Senin1/10 DITIADAKAN,twitter.com/i/web/status/1046564478123307008,ECEA,Pajak 2,Dian Nastiti,Senin1/10 DITIADAKAN,,
2428,2018-09-28 07:41:15,ECEU Pengantar Ekonomi 1 dosen Lana Soelistyaningsih kuliah PENGGANTI akan diberikan hari Sabtu 29/9 jam 09.00 R. A.110,twitter.com/i/web/status/1045579173828280320,ECEU,Pengantar Ekonomi 1,Lana Soelistyaningsih,Sabtu 29/9,09.00,A.110
2429,2018-09-28 06:59:55,ECFE PKBTPA dosen Annisa kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 16.30 R. A.112,twitter.com/i/web/status/1045568770746413057,ECFE,PKBTPA,Annisa,Jumat 28/9,16.30,A.112
2430,2018-09-28 06:46:53,ECEU Ekonomi Moneter dosen Eugenia Mardanugraha kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 11.00 R. A.111,twitter.com/i/web/status/1045565490091847680,ECEU,Ekonomi Moneter,Eugenia Mardanugraha,Senin 1/10,11.00,A.111
2431,2018-09-28 06:45:48,ECEU Ekonomi Digital dosen Chaikal Nuryakin kuliah PENGGANTI akan diberikan hari Sabtu 29/9 jam 10.00 R. PGN,twitter.com/i/web/status/1045565216812019712,ECEU,Ekonomi Digital,Chaikal Nuryakin,Sabtu 29/9,10.00,PGN
2433,2018-09-28 04:09:34,ECAU Tatakelola Perusahaan CG kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 11.00 R. A.209,twitter.com/i/web/status/1045525899796340736,ECAU,Tatakelola Perusahaan CG,,Rabu 3/10,11.00,A.209
2434,2018-09-28 04:08:06,ECEU Pengantar Ekonometrika B dosen Sartika Djamaluddin B kuliah PENGGANTI akan diberikan hari Selasa 2/10 jam 11.00 R. A.111,twitter.com/i/web/status/1045525533927198720,ECEU,Pengantar Ekonometrika B,Sartika Djamaluddin B,Selasa 2/10,11.00,A.111
2435,2018-09-28 04:01:04,ECAU Akuntansi Sektor Publik D dosen Nia Pramita / YUlianti kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 11.00 R. A.101,twitter.com/i/web/status/1045523763293372416,ECAU,Akuntansi Sektor Publik D,Nia Pramita / YUlianti,Senin 1/10,11.00,A.101
2436,2018-09-28 02:51:49,ECEU Ekonometrika CSPD B dosen Dewa Karma Wisana kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam14.00 R. A.109,twitter.com/i/web/status/1045506335196860416,ECEU,Ekonometrika CSPD B,Dewa Karma Wisana,Jumat 28/9,14.00,A.109
2437,2018-09-28 02:49:02,ECEU Ekonomi Internasional dosen kuliah PENGGANTI akan diberikan hari Sabtu 29/9 jam 09.00 R. A.105,twitter.com/i/web/status/1045505634999791616,ECEU,Ekonomi Internasional,,Sabtu 29/9,09.00,A.105
2440,2018-09-27 07:02:02,ECIE Ekonomi Zakat dan Wakaf dosen Rahmatina Awaliyah K. kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 11.00 R. A.101,twitter.com/i/web/status/1045206915066679297,ECIE,Ekonomi Zakat dan Wakaf,Rahmatina Awaliyah K.,Senin 1/10,11.00,A.101
2442,2018-09-27 06:59:38,9ECAU Tatakelola Perusahaan dosen Ratna Wardhani / Hilda Rosieta kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 14.00 R. A.101,twitter.com/i/web/status/1045206311862857728,ECAU,Tatakelola Perusahaan,Ratna Wardhani / Hilda Rosieta,Jumat 28/9,14.00,A.101
2444,2018-09-27 05:32:43,ECMU Pasar dan Lembaga Keuangan B dosen Rofikoh Rokhim kuliah hari Jumat 28/9 DITIADAKAN diganti Jumat 5/10 setelah kuliah tamu,twitter.com/i/web/status/1045184438252986368,ECMU,Pasar dan Lembaga Keuangan B,Rofikoh Rokhim,Jumat 28/9 DITIADAKAN diganti Jumat 5/10 setelah,,
2448,2018-09-27 03:53:34,ECAU Pengantar Akuntansi dosen Amir Abadi Jusuf kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 16.00 R. A.110,twitter.com/i/web/status/1045159488238440449,ECAU,Pengantar Akuntansi,Amir Abadi Jusuf,Jumat 28/9,16.00,A.110
2451,2018-09-27 02:18:54,ECIE Makroekonomi Islam dosen Risna Triandari kuliah PENGGANTI akan diberikan hari hari Sabtu 29/9 jam 09.00 R. A.104,twitter.com/i/web/status/1045135663085973504,ECIE,Makroekonomi Islam,Risna Triandari,,,
2452,2018-09-27 02:15:43,ECAU Analitik Bisnis B dosen Teguh Iman Maulana kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 16.30 R. A.103,twitter.com/i/web/status/1045134861701267456,ECAU,Analitik Bisnis B,Teguh Iman Maulana,Jumat 28/9,16.30,A.103
2453,2018-09-27 02:14:40,ECEU Pengantar Ekonomi 1 dosen Hera Susanti I+M kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 16.30 R. PGN,twitter.com/i/web/status/1045134599544692736,ECEU,Pengantar Ekonomi 1,Hera Susanti I+M,Kamis 27/9,16.30,PGN
2455,2018-09-27 02:11:17,ECEU Seminar Ekonomi Publik dosen Vid Adrison kuliah pengganti AKAN DIBERIKAN hari Kamis 27/9 jam 11.00 R. A.313,twitter.com/i/web/status/1045133747635421184,ECEU,Seminar Ekonomi Publik,Vid Adrison,Kamis 27/9,11.00,A.313
2457,2018-09-26 06:17:33,ECMU Manajemen Keuangan dosen Karina Wulandari / Mona Ridho kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 16.30 R. A.104,twitter.com/i/web/status/1044833331769221120,ECMU,Manajemen Keuangan,Karina Wulandari / Mona Ridho,Senin 1/10,16.30,A.104
2458,2018-09-26 06:15:05,ECFE MPKT A dosen Nur Aulia kuliah PENGGANTI akan diberikan hari Senin 27/9 jam 16.30 R. A.113,twitter.com/i/web/status/1044832712006217728,ECFE,MPKT A,Nur Aulia,Senin 27/9,16.30,A.113
2459,2018-09-26 02:03:45,ECMU Mikroekonomi 2 dosen Ari Kuncoro kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 16.30 R. A.111 amp selasa 2/10 jam 16.30 R. A.111 Rabu 3/10 jam 16.30 R. A.111,twitter.com/i/web/status/1044769461926916096,ECMU,Mikroekonomi 2,Ari Kuncoro,Senin 1/10,16.30,A.111
2460,2018-09-26 01:59:13,ECMU Pengantar Hukum Bisnis dosen Anas Lutfi kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 14.00 R. A.211,twitter.com/i/web/status/1044768320992378880,ECMU,Pengantar Hukum Bisnis,Anas Lutfi,Kamis 27/9,14.00,A.211
2461,2018-09-26 01:58:12,ecmu Analisa Laporan Keuangan dosen Zalmi Zubir kuliah TAMBAHAN akan diberikan hari Rabu 26/9 jam 16.30 R. A.101,twitter.com/i/web/status/1044768064741421057,ECMU,Analisa Laporan Keuangan,Zalmi Zubir,Rabu 26/9,16.30,A.101
2462,2018-09-26 01:50:48,ECMU Pengantar Manajemen B Operasi dosen Juliana Rouli / Kresnohadi Ariyoto kuliah hari Rabu 26/9 DITIADAKAN,twitter.com/i/web/status/1044766203015684096,ECMU,Pengantar Manajemen B Operasi,Juliana Rouli / Kresnohadi Ariyoto,Rabu 26/9 DITIADAKAN,,
2463,2018-09-26 01:49:13,ECAU Audit Keuangan Negara dosen Jarot S / Irmansyah kuliah PENGGANTI akan diberikan hari Selasa 2/10 jam 14.00 R.A.103,twitter.com/i/web/status/1044765805362130945,ECAU,Audit Keuangan Negara,Jarot S / Irmansyah,Selasa 2/10,14.00,.103
2464,2018-09-25 07:14:48,ECAU Audit Keuangan Negara dosen Jarot S / Irmansyah kuliah PENGGANTI akan diberikan hari Senin 1/10 jam 14.00 R. A.204,twitter.com/i/web/status/1044485351421530112,ECAU,Audit Keuangan Negara,Jarot S / Irmansyah,Senin 1/10,14.00,A.204
2465,2018-09-25 07:03:33,ECMU Praktikum Riset Keuangan dosen Buddi Wibowo kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 08.30 R. A.109,twitter.com/i/web/status/1044482521629581312,ECMU,Praktikum Riset Keuangan,Buddi Wibowo,Jumat 28/9,08.30,A.109
2467,2018-09-25 06:57:03,ECAU Audit Keuangan Negara dosen Jarot S / Irmansyah kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 08.00 R. A.104 amp jam 14.00 R. A.110,twitter.com/i/web/status/1044480886480109568,ECAU,Audit Keuangan Negara,Jarot S / Irmansyah,Jumat 28/9,08.00,A.110
2468,2018-09-25 06:54:45,ECAU Akuntansi Biaya dosen Mafrizal Heppy kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 16.30 R. A.110,twitter.com/i/web/status/1044480306672132096,ECAU,Akuntansi Biaya,Mafrizal Heppy,Kamis 27/9,16.30,A.110
2469,2018-09-25 06:53:29,ECFE MPKT A dosen Nayunda A. kuliah PENGGANTI akan diberikan hari Rabu 26/9 jam 08.00 R. B.105,twitter.com/i/web/status/1044479989998018560,ECFE,MPKT A,Nayunda A.,Rabu 26/9,08.00,B.105
2472,2018-09-25 04:12:29,ECIE Sejarah dan Sistem Ekonomi Islam dosen Femmy Roeslan kuliah PENGGANTI akan diberikan hari Kamis 4/9 jam 14.00 R. A.102,twitter.com/i/web/status/1044439472664797184,ECIE,Sejarah dan Sistem Ekonomi Islam,Femmy Roeslan,Kamis 4/9,14.00,A.102
2473,2018-09-25 04:10:14,ECIE Ekonomi Moneter Islam Lanjutan dosen Ledi Trialdi kuliah PENGGANTI akan diberikan hari Rabu 26/9 jam 16.00 R. A.112,twitter.com/i/web/status/1044438907113287685,ECIE,Ekonomi Moneter Islam Lanjutan,Ledi Trialdi,Rabu 26/9,16.00,A.112
2474,2018-09-25 03:40:17,ECAU Manajemen Perpajakan dosen Tb. Chaerul Amachi kuliah PENGGANTI akan diberikan hari Kamis 27/9 amp 4/10 jam 08.00 R. A.104,twitter.com/i/web/status/1044431366958473217,ECAU,Manajemen Perpajakan,Tb. Chaerul Amachi,Kamis 27/9 amp 4/10,08.00,A.104
2475,2018-09-25 03:38:54,ECMU Manajemen Keuangan H dosen Asiah  Muchtar / M. Budi Prasetyo kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 08.00 R. A.112,twitter.com/i/web/status/1044431019221237760,ECMU,Manajemen Keuangan H,Asiah  Muchtar / M. Budi Prasetyo,Kamis 27/9,08.00,A.112
2476,2018-09-25 03:03:36,ECFE MPKT A dosen Agung Nugroho kuliah PENGGANTI akan diberikan hari Rabu 3/10 jam 16.30 R. A.113,twitter.com/i/web/status/1044422137992232960,ECFE,MPKT A,Agung Nugroho,Rabu 3/10,16.30,A.113
2477,2018-09-25 03:02:46,ECIE Ekonomi Zakat dan Wakaf dosen Rahmatinah A.K kuliah  akan diberikan hari Kamis 27/9 jam 16.30 R. B.110 dst,twitter.com/i/web/status/1044421926561562624,ECIE,Ekonomi Zakat dan Wakaf,Rahmatinah A.K,Kamis 27/9,16.30,B.110 dst
2481,2018-09-24 06:56:55,ECFE Koperasi dosen Abdillah Ahsan kuliah hari Selasa 25/9 DITIADAKAN,twitter.com/i/web/status/1044118463965409280,ECFE,Koperasi,Abdillah Ahsan,Selasa 25/9 DITIADAKAN,,
2482,2018-09-24 06:54:41,ECEU Matematika Ekonomi dan Bisnis dosen Pribadi Setijanto kuliah hari Kamis 27/9 DITIADAKAN diganti hari Rabu 3/10 jam 08.00 R. A.113,twitter.com/i/web/status/1044117903207849984,ECEU,Matematika Ekonomi dan Bisnis,Pribadi Setijanto,Kamis 27/9 DITIADAKAN diganti,,
2483,2018-09-24 06:48:12,ECFE PKBTPA F dosen Sjahnas Nataya A. kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 11.00 R. B.103,twitter.com/i/web/status/1044116271564910593,ECFE,PKBTPA F,Sjahnas Nataya A.,Jumat 28/9,11.00,B.103
2484,2018-09-24 06:46:38,ECAU Manajemen Investasi C dosen Budi Frensidy kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 16.30 R. A.103,twitter.com/i/web/status/1044115878856421377,ECAU,Manajemen Investasi C,Budi Frensidy,Kamis 27/9,16.30,A.103
2485,2018-09-24 06:45:22,ECAU Tatakelola Perusahaan CG dosen Akhmad Syakhroza kuliah hari Rabu 26/9 DITIADAKAN diganti hari Sabtu 29/9 jam 08.00 R. Istama,twitter.com/i/web/status/1044115558944264192,ECAU,Tatakelola Perusahaan CG,Akhmad Syakhroza,Rabu 26/9 DITIADAKAN diganti,,
2486,2018-09-24 04:54:32,ECMU Manajemen Pemasaran B dosen Karto A / Rambat L kuliah PENGGANTI akan diberikan hari Selasa 25/9 jam 08.00 R. A.211,twitter.com/i/web/status/1044087665165910021,ECMU,Manajemen Pemasaran B,Karto A / Rambat L,Selasa 25/9,08.00,A.211
2487,2018-09-24 04:50:36,ECEU Mikroekonomi 2 dosen Ari Kuncoro kuliah hari Rabu 26/9 Jumat 28/9 DITIADAKAN diganti hari Sabtu 29/9 jam 12.30 2 sesi R. A.111,twitter.com/i/web/status/1044086675457007617,ECEU,Mikroekonomi 2,Ari Kuncoro,Rabu 26/9 Jumat 28/9 DITIADAKAN diganti,,
2488,2018-09-24 03:56:35,ECAU Sistem Informasi Akuntansi dosen Tb. Yusuf Khudri kuliah PENGGANTI akan diberikan hari Sabtu 29/ amp 6/10 jam 8.30 R. A.113,twitter.com/i/web/status/1044073083277959169,ECAU,Sistem Informasi Akuntansi,Tb. Yusuf Khudri,Sabtu 29/ amp 6/10,8.30,A.113
2490,2018-09-24 03:41:12,ECIE Bisnis Global Islam dosen Niken Iwani kuliah PENGGANTI akan diberikan hari Kamis 27/9 jam 11.00 R. A.106,twitter.com/i/web/status/1044069211213979648,ECIE,Bisnis Global Islam,Niken Iwani,Kamis 27/9,11.00,A.106
2491,2018-09-24 03:22:00,ECAU Praktik Akuntansi dan Bisnis Kontemprer dosen Setio Anggoro Dewo kuliah PENGGANTI akan diberikan hari Sabtu 29/9 jam 08.00 R. A.102,twitter.com/i/web/status/1044064379463819264,ECAU,Praktik Akuntansi dan Bisnis Kontemprer,Setio Anggoro Dewo,Sabtu 29/9,08.00,A.102
2492,2018-09-24 03:10:12,ECEU Pengantar Ekonomi 1 dosen Sulastri Sumarno S. kuliah PENGGANTI akan diberikan hari Rabu 26/9 jam 11.00 R. PGN,twitter.com/i/web/status/1044061410655842304,ECEU,Pengantar Ekonomi 1,Sulastri Sumarno S.,Rabu 26/9,11.00,PGN
2493,2018-09-24 02:50:00,ECMU Manajemen Pemasaran dosen Hapsari Setyowardhani kuliah PENGGANTI akan diberkan hari Selasa 25/9 jam 09.00 R. B.107,twitter.com/i/web/status/1044056327700439042,ECMU,Manajemen Pemasaran,Hapsari Setyowardhani,Selasa 25/9,09.00,B.107
2494,2018-09-24 02:47:56,ECEU Matematika Ekonomi dan Bisnis dosen Djoni Hartono kuliah hari Kamis 27/9 DITIADAKAN,twitter.com/i/web/status/1044055806918909953,ECEU,Matematika Ekonomi dan Bisnis,Djoni Hartono,Kamis 27/9 DITIADAKAN,,
2495,2018-09-24 02:46:39,ECEU Mikroekonomi 2 dosen Ari Kuncoro kuliah PENGGANTI akan diberikan hari Rabu 26/9 jam 16.30 R. A.111 amp Jumat 28/9 jam 16.30 R. A.101,twitter.com/i/web/status/1044055483139547136,ECEU,Mikroekonomi 2,Ari Kuncoro,Rabu 26/9,16.30,A.101
2496,2018-09-24 02:35:11,ECMU Manajemen Keuangan dosen Niken Iwani kuliah PENGGANTI akan diberikan hari Jumat 28/9 jam 08.00 R. A.112,twitter.com/i/web/status/1044052598070816768,ECMU,Manajemen Keuangan,Niken Iwani,Jumat 28/9,08.00,A.112
2497,2018-09-24 02:33:53,ECAU Metode Penelitian f dosen Diah Setyaningrum kuliah PENGGANTI akan diberikan hari Rabu 26/9 jam 16.30 R. A.110,twitter.com/i/web/status/1044052268838862848,ECAU,Metode Penelitian f,Diah Setyaningrum,Rabu 26/9,16.30,A.110
2498,2018-09-24 02:24:19,ECEU Pengantar Ekonomi 1 dosen Dwini Handayani kuliah PENGGANTI akan diberikan hari Sabtu 29/9 jam 08.00 R. A.101,twitter.com/i/web/status/1044049862826708992,ECEU,Pengantar Ekonomi 1,Dwini Handayani,Sabtu 29/9,08.00,A.101
2499,2018-09-24 02:20:26,ECEU Ekonomi Internasional dosen Nanda N. kuliah hari Senin 24/9 DITIADAKAN diganti hari Kamis 27/9 jam 16.30 R. A.105,twitter.com/i/web/status/1044048883943268353,ECEU,Ekonomi Internasional,Nanda N.,Senin 24/9 DITIADAKAN diganti,,
2500,2018-09-24 02:02:18,ECAU Akuntansi Sektor Publik dosen Dwi Martani kuliah har Senin 1/10 DITIADAKAN diganti hari Senin 24/9 jam 14.00 2 sesi R. A.112,twitter.com/i/web/status/1044044322780241920,ECAU,Akuntansi Sektor Publik,Dwi Martani,Senin 24/9,14.00 2 sesi,A.112
2502,2018-09-21 08:36:00,ECEU Matematika Ekonomi dan Bisnis A kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 13.30 R. A.112,twitter.com/i/web/status/1043056236550209542,ECEU,Matematika Ekonomi dan Bisnis A,,Sabtu 22/9,13.30,A.112
2504,2018-09-21 08:03:13,ECAU Seminar SDM k dosen Mayling Oey G kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 09.00- 13.30 R. Suntoro,twitter.com/i/web/status/1043047986018705408,ECAU,Seminar SDM k,Mayling Oey G,Sabtu 22/9,09.00- 13.30,Suntoro
2505,2018-09-21 08:02:02,ECAU Sistem Informasi Akuntansi dosen Teguh Imam kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 08.00- 13.30 R. A.106,twitter.com/i/web/status/1043047689456214016,ECAU,Sistem Informasi Akuntansi,Teguh Imam,Sabtu 22/9,08.00- 13.30,A.106
2507,2018-09-21 04:16:41,ECEU Mikroekonomi 1 dosen Tezza Napitupulu kuliah PENGGANTI akan diberikan hari Senin 24/9 jam 17.00 R A.112,twitter.com/i/web/status/1042990976384479234,ECEU,Mikroekonomi 1,Tezza Napitupulu,Senin 24/9,17.00 R A.112,
2510,2018-09-21 03:55:35,ECAU Pengauditan dan Asuransi 1 dosen Ahmadi Hadibroto / Nur Aulia kuliah PENGGANTI akan diberikan hari Senin 24/9 jam 11.00 R. A.101,twitter.com/i/web/status/1042985669109276674,ECAU,Pengauditan dan Asuransi 1,Ahmadi Hadibroto / Nur Aulia,Senin 24/9,11.00,A.101
2511,2018-09-21 03:52:20,ECAU Audit Sistem Informasi dosen Isnaeni Achadiat kuliah PENGGANTI akan diberikan hari Sabtu 24/9 jam 09.00 R. A.110,twitter.com/i/web/status/1042984847885488130,ECAU,Audit Sistem Informasi,Isnaeni Achadiat,Sabtu 24/9,09.00,A.110
2512,2018-09-21 03:35:41,ECEU Ekonomi Pembangunan dosen Padang Wicaksono kuliah pengganti akan diberikan hari Senin 24/9 jam 08.00 R. B.103,twitter.com/i/web/status/1042980659118006273,ECEU,Ekonomi Pembangunan,Padang Wicaksono,Senin 24/9,08.00,B.103
2513,2018-09-21 03:33:45,ECEU Ekonomi Moneter dosen Telisa Aulia F kuliah PENGGANTI akan diberikan hari Senin 24/9 jam 13.30 R. B.107,twitter.com/i/web/status/1042980173648257025,ECEU,Ekonomi Moneter,Telisa Aulia F,Senin 24/9,13.30,B.107
2514,2018-09-21 02:48:17,ECIE Ekonomi Keuangan Islam dosen Ahmad Mikail kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 08.00 R. A.105,twitter.com/i/web/status/1042968732044120065,ECIE,Ekonomi Keuangan Islam,Ahmad Mikail,Sabtu 22/9,08.00,A.105
2515,2018-09-21 01:10:56,UII MPKT-A dosen Nayunda Kuliah Hari Jum'at 21/9 DITIADAKAN,twitter.com/i/web/status/1042944232472756224,,MPKT A,Nayunda,Jum'at 21/9 DITIADAKAN,,
2516,2018-09-20 08:38:33,ECMU Manajemen Pemasaran E dosen Elevita Yuliati kuliah PENGGANTI akan diberikan hari Senin 24/9 jam 11.00 R. A.110,twitter.com/i/web/status/1042694491151319040,ECMU,Manajemen Pemasaran E,Elevita Yuliati,Senin 24/9,11.00,A.110
2517,2018-09-20 07:41:38,ECIE Manajemen Filantropi Islam kuliah PENGGANTI akan diberikan hari Selasa 25/9 jam 08.00 R. B.102,twitter.com/i/web/status/1042680168160976901,ECIE,Manajemen Filantropi Islam,,Selasa 25/9,08.00,B.102
2518,2018-09-20 07:37:12,ECMU Pasar dan Lembaga Keuangan C dosen Roswita Nila Kurnia kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 09.00 R. A.103,twitter.com/i/web/status/1042679051184295936,ECMU,Pasar dan Lembaga Keuangan C,Roswita Nila Kurnia,Sabtu 22/9,09.00,A.103
2519,2018-09-20 07:26:49,ECAU Pengantar Akuntansi dosen Ruddy Koesnadi kuliah PENGGANTI akan diberikan hari Sabtu 22/9 jam 08.00 R. A.112,twitter.com/i/web/status/1042676438434897920,ECAU,Pengantar Akuntansi,Ruddy Koesnadi,Sabtu 22/9,08.00,A.112
2520,2018-09-20 07:19:55,ECIE Ekonomi Zakat amp Wakaf dosen Rahmatina Awaliyah K. kuliah hari Kamis 20/9 JAM 16.30 DITIADAKAN,twitter.com/i/web/status/1042674701514858497,ECIE,Ekonomi Zakat  Wakaf,Rahmatina Awaliyah K.,Kamis 20/9 JAM 16.30 DITIADAKAN,,
2522,2018-09-20 07:11:57,ECMU Struktur Proses Organisasi D dosen Imbuh Sulistyarini kuliah PENGGANTI akan diberikan hari Senin 24/9 jam 08.00 R. A.111,twitter.com/i/web/status/1042672696096567297,ECMU,Struktur Proses Organisasi D,Imbuh Sulistyarini,Senin 24/9,08.00,A.111
